title;author;rating;category;fandom;relationship;character;additional tags;language;published;status;status date;words;chapters;comments;kudos;bookmarks;hits
Icarus;author_131;Teen And Up Audiences;Other;Ancient Greek Religion & Lore;;Icarus (Ancient Greek Religion & Lore);I Wrote This Instead of Sleeping, Suicide, Suicidal Thoughts, Regret;English;2022-10-14;Completed;2022-10-14;315;1/1;;2;;4
Chains in the Dark:;author_132;Explicit;F/M, M/M;The Sandman (Comics), The Sandman (TV 2022), Ancient Greek Religion & Lore;Dream of the Endless/Hob Gadling, Death of the Endless/Sisyphus, Death of the Endless & Hob Gadling, Death of the Endless & Dream of the Endless;Death of the Endless, Hob Gadling, Hephaestus (Ancient Greek Religion & Lore), Zeus (Ancient Greek Religion & Lore), Sisyphus (Ancient Greek Religion & Lore), Ares (Ancient Greek Religion & Lore), Dream of the Endless;Implied/Referenced Rape/Non-con, Past Rape/Non-con, Inspired by Sisyphus (Ancient Greek Religion & Lore), The old Greeks were dicks, This is not exactly going to be passed over here, Torture;English;2022-10-13;Completed;2022-10-13;8539;1/1;1;49;10;842
For the love of death;author_133;General Audiences;Other;Ancient Greek Religion & Lore;Thanatos/Reader;Thanatos (Ancient Greek Religion & Lore), Reader;Reader-Insert, Reader-Interactive, Romance, Love, Falling In Love, Mentions of Death, Death, Character Death, Slow Romance, First Meetings, Modern Era, Modern AU, Gods, Pagan Gods, Old Gods, Hope, letting go;English;2022-10-13;Completed;2022-10-13;1249;1/1;;5;2;61
medicinal purposes;author_42;Explicit;M/M;Ancient Greek Religion & Lore;Achilles/Patroclus of Opus (Ancient Greek Religion & Lore);Achilles (Ancient Greek Religion & Lore), Patroclus of Opus (Ancient Greek Religion & Lore);im so sorry, The Author Regrets Everything, this is painful, babys first smut, I fully can't reread this, I Can't Believe I Wrote This, i don't even know what to do with this, now its your problem, BYE BYE BYE, cue nsync, or the backstreet boys, tbh I have no clue, Don't Cancel Me, hides in corner, anywho, Smut, Eventual Smut, fast burn, no slow burn, Sleepy Sex, Sleepy Kisses, References to Ancient Greek Religion & Lore, Greek Mythology - Freeform, Achilles - Freeform, Patroclus - Freeform, POV First Person, I still know these people, Oops, No Plot, Plot What Plot/Porn Without Plot, if you know me, you still don't, I don't know how to hide a body but I could probably learn, YouTube does exist;English;2022-10-13;Completed;2022-10-13;370;1/1;;13;;629
heaven on earth;author_42;Teen And Up Audiences;M/M;Ancient Greek Religion & Lore;Achilles/Patroclus of Opus (Ancient Greek Religion & Lore);Achilles (Ancient Greek Religion & Lore), Patroclus of Opus (Ancient Greek Religion & Lore);wtf have i done, I tried writing smut but I couldnt, This was practice, vivid imagery, How Do I Tag, no beta we die like dessie, No Smut, Alternate Universe - Trojan War Setting (Ancient Greek Religion & Lore), patrochilles - Freeform, appallingly cringy, features real people that I know, if you know me, no you dont - Freeform, actually im posting this as anonymous, Everyone Is Gay, War, the inherent homoeroticism of war, achilles has hair, it is focused on, you will hear about it, The Author Regrets Everything, The Author Regrets Nothing, Oops, :), have a nice life, Domestic Fluff, softttt, no rabbis unfortunately, Just a side note;English;2022-10-13;Completed;2022-10-13;186;1/1;;7;;328
Do Not Go Gentle;author_96;Explicit;F/M, M/M;Blood of Zeus (Cartoon), Ancient Greek Religion & Lore;Apollo/Hyacinthus (Ancient Greek Religion & Lore), Apollo/Admetos of Pherae, Hermes/Original Female Character;Apollo (Blood of Zeus), Hermes (Blood of Zeus), Artemis (Blood of Zeus), Hyacinthus (Blood of Zeus), Athena (Blood of Zeus), Poseidon (Blood of Zeus), Asclepius (Ancient Greek Religion & Lore), Ares (Blood of Zeus), Heron (Blood of Zeus), Alexia (Blood of Zeus), Evios (Blood of Zeus), Kofi (Blood of Zeus), Hermaphroditus (Ancient Greek Religion & Lore), Dionysus (Blood of Zeus), Hades (Blood of Zeus), Seraphim (Blood of Zeus), Multiple characters from Greek Mythology;Explicit Sexual Content, discussions, Slow Build, Mythological Elements, backstories, Author likes emotionally torturing the people she loves;English;2022-09-28;Completed;2022-10-12;56118;14/14;1;24;;570
Kindness of a Different Sort;author_33;Teen And Up Audiences;Gen;Ancient Greek Religion & Lore, The Iliad - Homer;Menelaus/Paris (Ancient Greek Religion & Lore);Paris (Ancient Greek Religion & Lore), Menelaus (Ancient Greek Religion & Lore), Aphrodite (Ancient Greek Religion & Lore);Angst and Hurt/Comfort, Trojan War, Death, Complicated Relationships, Pain, Alternate Universe - Canon Divergence, Canonical Character Death;English;2022-10-12;Completed;2022-10-12;1237;1/1;;6;2;55
A tie;author_57;Not Rated;M/M;Ancient Greek Religion & Lore;Apollo/Ares (Ancient Greek Religion & Lore);Apollo (Ancient Greek Religion & Lore), Ares (Ancient Greek Religion & Lore), Aphrodite (Ancient Greek Religion & Lore), Artemis (Ancient Greek Religion & Lore), Dionysus (Ancient Greek Religion & Lore);Smut, Shameless Smut, Gay, Gay Sex, Sex, Party, Twelve Gods of Olympus (Ancient Greek Religion & Lore), Superpowers, Love;English;2022-10-11;Completed;2022-10-11;2355;1/1;2;16;1;256
Pleas from a God;author_134;Explicit;M/M;Ancient Greek Religion & Lore;Apollo/Hyacinthus (Ancient Greek Religion & Lore), Apollo & Hyacinthus (Ancient Greek Religion & Lore);Apollo (Ancient Greek Religion & Lore), Hyacinthus (Ancient Greek Religion & Lore), Hyacinth (Ancient Greek Religion & Lore);Plot What Plot/Porn Without Plot, Smut, Fluff and Smut, Frottage, Anal Sex, Legit nonbetaread cuz my eyes need to rest, Bottom Apollo, Top Hyacinthus, you can argue with the grave;English;2022-10-11;Completed;2022-10-11;2577;1/1;4;58;3;843
A toast to peace;author_16;Teen And Up Audiences;M/M;Sheng Dou Shi Xing Shi  | Saint Seiya Series, Ancient Greek Religion & Lore;Dionysus/Capricorn Shura, Sagittarius Aiolos/Capricorn Shura;Capricorn Shura, Dionysus (Saint Seiya), Sagittarius Aiolos, Athena | Kido Saori;Drinking, Flirting, Jealousy, Unrequited Lust, Partying, Miscommunication, Guilt, Possibly Unrequited Love, Post-Canon, Everyone Is Alive;English;2022-10-11;Completed;2022-10-11;2866;1/1;;11;;86
Waiting;author_135;Not Rated;F/M;Original Work, Ancient Greek Religion & Lore;;;not quite ancient Greece but something like it, Ancient Greece, Love Poems, Poetry, love poetry, Fantasy setting, Fantasy;English;2022-10-11;Completed;2022-10-11;111;1/1;;;;9
Yes. Now. Bedroom.;author_57;Not Rated;M/M;Ancient Greek Religion & Lore;Apollo/Ares (Ancient Greek Religion & Lore);Ares (Ancient Greek Religion & Lore), Apollo (Ancient Greek Religion & Lore);Smut, Shameless Smut, Sex, Gay, Gay Sex, Alternate Universe - Mythology, Twelve Gods of Olympus (Ancient Greek Religion & Lore), References to Ancient Greek Religion & Lore;English;2022-10-10;Completed;2022-10-10;2161;1/1;;14;2;217
Agapete;author_136;Not Rated;F/F;Ancient Greek Religion & Lore;Artemis/OC;;Greek Mythology - Freeform, just some Sapphic story;English;2022-10-10;Completed;2022-10-10;358;1/1;;1;;25
Love through the eyes of the virgin goddess;author_137;Not Rated;;Greek and Roman Mythology;Artemis/Orion (Ancient Greek Religion & Lore);Artemis (Ancient Greek Religion & Lore);;English;2022-10-10;Completed;2022-10-10;1208;2/2;2;6;1;123
The Bond Deepens;author_5;Not Rated;M/M;Ancient Greek Religion & Lore;Apollo/Hyacinthus (Ancient Greek Religion & Lore);Apollo (Ancient Greek Religion & Lore), Hyacinthus (Ancient Greek Religion & Lore), Artemis (Ancient Greek Religion & Lore);Slow Burn, Fluff;English;2022-09-20;Completed;2022-10-07;2411;3/3;;38;;458
She who entices men;author_138;Not Rated;F/M;Ancient Greek Religion & Lore, The Iliad - Homer, HOMER - Works;Apollo/Cassandra (Ancient Greek Religion & Lore);Cassandra (Ancient Greek Religion & Lore), Apollo (Ancient Greek Religion & Lore), Hermes (Ancient Greek Religion & Lore), Original Male Character(s), Helenus (Ancient Greek Religion & Lore), Hector (Ancient Greek Religion & Lore), Athena (Ancient Greek Religion & Lore), Ariadne (Ancient Greek Religion & Lore);Trojan War, Slow Romance, Complicated Relationships, Misunderstandings, Prophecy, Apollo is an idiot, badass hermes;English;2021-04-08;Completed;2022-10-07;37636;22/22;46;65;8;1894
A Blessing in Disguise;author_114;General Audiences;Gen;Greek Mythology, Percy Jackson and the Olympians - Rick Riordan;;Medusa, Aella (OC), Perseus, Athena, Poseidon;Mostly about Greek Mythology but I used Rick Riordan's version of the myth, Retelling of the myth of Medusa;English;2022-10-07;Completed;2022-10-07;1223;1/1;;4;1;123
Wedding Altars and Sacrificial Shrines;author_139;Teen And Up Audiences;Gen;The Iliad - Homer, Ancient Greek Religion & Lore;;Agamemnon (Ancient Greek Religion & Lore), Odysseus (Ancient Greek Religion & Lore), Clytemnestra (Ancient Greek Religion & Lore), Menelaus (Ancient Greek Religion & Lore), Achilles (Ancient Greek Religion & Lore), Patroclus of Opus (Ancient Greek Religion & Lore), Iphigenia (Ancient Greek Religion & Lore);References to Ancient Greek Religion & Lore, Ancient Greece, Greece, Trojan War, Legend: Sacrifice of Iphigenia at Aulis (Ancient Greek Religion & Lore), Adaptation, Homeros | Homer (c. 8th Century BCE) References, The Iliad References, The Iliad, Ancient History;English;2022-10-07;Completed;2022-10-07;2195;1/1;5;6;;74
